"","hgnc_symbol","description"
"ENSG00000214533","KRT18P33","keratin 18 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:33402]"
"ENSG00000214595","EML6","EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412]"
"ENSG00000214694","ARHGEF33","Rho guanine nucleotide exchange factor 33 [Source:HGNC Symbol;Acc:HGNC:37252]"
"ENSG00000214796","TUBA5P","tubulin alpha 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:54799]"
"ENSG00000214812","ARL8BP2","ARL8B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56629]"
"ENSG00000214842","RAD51AP2","RAD51 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:34417]"
"ENSG00000214973","CHCHD3P3","coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44699]"
"ENSG00000215014","SSU72-AS1","SSU72 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:57014]"
"ENSG00000215023","","novel transcript"
"ENSG00000215381","RPL29P6","ribosomal protein L29 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36627]"
"ENSG00000215704","CELA2B","chymotrypsin like elastase 2B [Source:HGNC Symbol;Acc:HGNC:29995]"
"ENSG00000215717","TMEM167B","transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]"
"ENSG00000215720","MFFP1","MFF pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54537]"
"ENSG00000215784","FAM72D","family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]"
"ENSG00000215788","TNFRSF25","TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]"
"ENSG00000215795","","peroxisomal biogenesis factor 5 (PEX5) pseudogene"
"ENSG00000215808","LINC01139","long intergenic non-protein coding RNA 1139 [Source:HGNC Symbol;Acc:HGNC:27924]"
"ENSG00000215817","ZC3H11B","zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659]"
"ENSG00000215833","QRSL1P1","QRSL1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43667]"
"ENSG00000215835","","Ewing sarcoma breakpoint region 1 (EWSR1) pseudogene"
"ENSG00000215840","","ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000215845","TSTD1","thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]"
"ENSG00000215873","FEN1P1","flap structure-specific endonuclease 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3651]"
"ENSG00000215883","CYB5RL","cytochrome b5 reductase like [Source:HGNC Symbol;Acc:HGNC:32220]"
"ENSG00000215895","HSPA5P1","HSPA5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54532]"
"ENSG00000215908","CROCCP2","CROCC pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28170]"
"ENSG00000215910","C1orf167","chromosome 1 open reading frame 167 [Source:HGNC Symbol;Acc:HGNC:25262]"
"ENSG00000215912","TTC34","tetratricopeptide repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:34297]"
"ENSG00000215915","ATAD3C","ATPase family AAA domain containing 3C [Source:HGNC Symbol;Acc:HGNC:32151]"
"ENSG00000216867","RPL22P12","ribosomal protein L22 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36345]"
"ENSG00000217236","SP9","Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]"
"ENSG00000217702","","novel transcript, antisense to BOLA3"
"ENSG00000217801","","protein tyrosine phosphatase family pseudogene"
"ENSG00000217897","HSPE1P8","heat shock protein family E (Hsp10) member 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:49326]"
"ENSG00000217950","NOC2LP2","NOC2 like nucleolar associated transcriptional repressor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52286]"
"ENSG00000218175","","ribosomal protein, large, P1 (RPLP1) pseudogene"
"ENSG00000218283","MORF4L1P1","mortality factor 4 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20400]"
"ENSG00000218416","GPC1-AS1","GPC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56102]"
"ENSG00000218510","LINC00339","long intergenic non-protein coding RNA 339 [Source:HGNC Symbol;Acc:HGNC:25011]"
"ENSG00000218739","CEBPZOS","CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]"
"ENSG00000218819","TDRD15","tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]"
"ENSG00000219073","CELA3B","chymotrypsin like elastase 3B [Source:HGNC Symbol;Acc:HGNC:15945]"
"ENSG00000219102","HNRNPA3P12","heterogeneous nuclear ribonucleoprotein A3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:48758]"
"ENSG00000219133","RPL21P19","ribosomal protein L21 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:35748]"
"ENSG00000219201","","novel pseudogene"
"ENSG00000219481","NBPF1","NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]"
"ENSG00000219626","FAM228B","family with sequence similarity 228 member B [Source:HGNC Symbol;Acc:HGNC:24736]"
"ENSG00000220749","RPL21P28","ribosomal protein L21 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36258]"
"ENSG00000221340","RNU6ATAC18P","RNA, U6atac small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:46917]"
"ENSG00000221571","RNU6ATAC35P","RNA, U6atac small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46934]"
"ENSG00000221823","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"
"ENSG00000221843","SPATA31H1","SPATA31 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:25275]"
"ENSG00000221944","TIGD1","tigger transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:14523]"
"ENSG00000221953","LINC02897","long intergenic non-protein coding RNA 2897 [Source:HGNC Symbol;Acc:HGNC:33759]"
"ENSG00000221978","CCNL2","cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]"
"ENSG00000221986","MYBPHL","myosin binding protein H like [Source:HGNC Symbol;Acc:HGNC:30434]"
"ENSG00000222001","","novel transcript, antisense to NGEF"
"ENSG00000222005","LINC01118","long intergenic non-protein coding RNA 1118 [Source:HGNC Symbol;Acc:HGNC:49261]"
"ENSG00000222009","BTBD19","BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]"
"ENSG00000222014","RAB6C","RAB6C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16525]"
"ENSG00000222020","HDAC4-AS1","HDAC4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54064]"
"ENSG00000222033","LINC01124","long intergenic non-protein coding RNA 1124 [Source:HGNC Symbol;Acc:HGNC:49270]"
"ENSG00000222041","CYTOR","cytoskeleton regulator RNA [Source:HGNC Symbol;Acc:HGNC:28717]"
"ENSG00000222043","","novel transcript"
"ENSG00000222046","DCDC2B","doublecortin domain containing 2B [Source:HGNC Symbol;Acc:HGNC:32576]"
"ENSG00000222112","RN7SKP16","RN7SK pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:45740]"
"ENSG00000223374","","novel transcript"
"ENSG00000223393","","novel transcript"
"ENSG00000223416","RPS26P15","ribosomal protein S26 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35680]"
"ENSG00000223505","RPL35AP5","ribosomal protein L35a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35570]"
"ENSG00000223519","KIF28P","kinesin family member 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:49205]"
"ENSG00000223522","","novel transcript"
"ENSG00000223583","RPL17P9","ribosomal protein L17 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36230]"
"ENSG00000223599","","adipose differentiation-related protein (ADFP) pseudogene"
"ENSG00000223612","","EGFR-coamplified and overexpressed protein (ECOP) pseudogene"
"ENSG00000223634","","novel transcript"
"ENSG00000223635","NUP133-DT","NUP133 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55870]"
"ENSG00000223653","BCL10-AS1","BCL10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55868]"
"ENSG00000223656","HMGB3P10","high mobility group box 3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39302]"
"ENSG00000223734","LAPTM4A-DT","LAPTM4A divergent transcript [Source:HGNC Symbol;Acc:HGNC:54382]"
"ENSG00000223745","CCDC18-AS1","CCDC18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52262]"
"ENSG00000223764","LINC02593","long intergenic non-protein coding RNA 2593 [Source:HGNC Symbol;Acc:HGNC:53933]"
"ENSG00000223776","LGALS8-AS1","LGALS8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40340]"
"ENSG00000223823","LINC01342","long intergenic non-protein coding RNA 1342 [Source:HGNC Symbol;Acc:HGNC:50551]"
"ENSG00000223825","DAZAP2P1","DAZ associated protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43869]"
"ENSG00000223842","","novel transcript"
"ENSG00000223859","","novel transcript"
"ENSG00000223861","","ribosomal protein S10 (RPS10) pseudogene"
"ENSG00000223884","","novel transcript, antisense to RNF144A"
"ENSG00000223922","ASS1P2","argininosuccinate synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:765]"
"ENSG00000223935","LGALSL-DT","LGALSL divergent transcript [Source:HGNC Symbol;Acc:HGNC:53951]"
"ENSG00000223945","RPL6P31","ribosomal protein L6 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:55890]"
"ENSG00000223947","","novel transcript"
"ENSG00000223956","LINC01767","long intergenic non-protein coding RNA 1767 [Source:HGNC Symbol;Acc:HGNC:52557]"
"ENSG00000223960","CHROMR","cholesterol induced regulator of metabolism RNA [Source:HGNC Symbol;Acc:HGNC:54059]"
"ENSG00000223991","TANAR","TWIST1 associated long noncoding RNA regulated by androgen receptor [Source:HGNC Symbol;Acc:HGNC:56695]"
"ENSG00000224014","","SMT3 suppressor of mif two 3 homolog 3 (yeast) (SUMO3) pseudogene"
"ENSG00000224040","HMGN1P4","high mobility group nucleosome binding domain 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39336]"
"ENSG00000224043","CCNT2-AS1","CCNT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40130]"
"ENSG00000224048","LINC02612","long intergenic non-protein coding RNA 2612 [Source:HGNC Symbol;Acc:HGNC:54067]"
"ENSG00000224051","CPTP","ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]"
"ENSG00000224063","CALCRL-AS1","CALCRL and TFPI antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55863]"
"ENSG00000224066","","novel transcript"
"ENSG00000224090","","novel transcript, antisense to CCDC108"
"ENSG00000224093","BCAR3-AS1","BCAR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40093]"
"ENSG00000224114","","ribosomal protein S14 (RPS14) pseudogene"
"ENSG00000224121","ATG12P2","autophagy related 12 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38605]"
"ENSG00000224152","BAZ2B-AS1","BAZ2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55862]"
"ENSG00000224165","DNAJC27-AS1","DNAJC27 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42943]"
"ENSG00000224174","","novel transcript"
"ENSG00000224183","SDHDP6","succinate dehydrogenase complex subunit D pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:10689]"
"ENSG00000224189","HAGLR","HOXD antisense growth-associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:43755]"
"ENSG00000224231","LINC01832","long intergenic non-protein coding RNA 1832 [Source:HGNC Symbol;Acc:HGNC:52638]"
"ENSG00000224261","RPSAP18","ribosomal protein SA pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36106]"
"ENSG00000224272","","novel transcript"
"ENSG00000224276","ARHGEF2-AS1","ARHGEF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40082]"
"ENSG00000224331","","pseudogene similar to part of ribosomal protein L10 (RPL10)"
"ENSG00000224346","BICD1P1","BICD cargo adaptor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51374]"
"ENSG00000224358","TMCO1-AS1","TMCO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54046]"
"ENSG00000224468","LAMC1-AS1","LAMC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52645]"
"ENSG00000224509","MRPS9-AS2","MRPS9 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40687]"
"ENSG00000224520","KRT8P45","keratin 8 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:39879]"
"ENSG00000224536","CSRP1-AS1","CSRP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55856]"
"ENSG00000224550","NDUFA4P1","NDUFA4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29835]"
"ENSG00000224553","RPS26P20","ribosomal protein S26 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36485]"
"ENSG00000224566","CIAO2AP2","CIAO2A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43862]"
"ENSG00000224609","FGGY-DT","FGGY divergent transcript [Source:HGNC Symbol;Acc:HGNC:55265]"
"ENSG00000224616","RTCA-AS1","RTCA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50573]"
"ENSG00000224675","GALNT13-AS1","GALNT13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56700]"
"ENSG00000224687","RASAL2-AS1","RASAL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44170]"
"ENSG00000224699","LAMTOR5-AS1","LAMTOR5 and SLC16A4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40823]"
"ENSG00000224763","FDPSP8","farnesyl diphosphate synthase pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39085]"
"ENSG00000224791","KRT18P39","keratin 18 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:33408]"
"ENSG00000224805","LINC00853","long intergenic non-protein coding RNA 853 [Source:HGNC Symbol;Acc:HGNC:43716]"
"ENSG00000224839","RPL12P17","ribosomal protein L12 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36263]"
"ENSG00000224870","MRPL20-AS1","MRPL20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27125]"
"ENSG00000224875","EML4-AS1","EML4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40112]"
"ENSG00000224885","EIPR1-IT1","EIPR1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41392]"
"ENSG00000224939","LINC00184","long intergenic non-protein coding RNA 184 [Source:HGNC Symbol;Acc:HGNC:37192]"
"ENSG00000224950","","novel transcript"
"ENSG00000224967","","nuclear factor (erythroid-derived 2)-like 2 (NFE2L2) pseudogene"
"ENSG00000224969","","novel transcript"
"ENSG00000224977","RC3H1-DT","RC3H1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54295]"
"ENSG00000224985","","novel transcript"
"ENSG00000225028","","novel transcript"
"ENSG00000225057","","novel transcript"
"ENSG00000225075","","novel transcript"
"ENSG00000225077","ICMT-DT","ICMT divergent transcript [Source:HGNC Symbol;Acc:HGNC:28620]"
"ENSG00000225099","ATP6V1E1P1","ATPase H+ transporting V1 subunit E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:859]"
"ENSG00000225111","","novel transcript"
"ENSG00000225156","","novel transcript"
"ENSG00000225159","NPM1P39","nucleophosmin 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45218]"
"ENSG00000225171","DUTP6","deoxyuridine triphosphatase pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39519]"
"ENSG00000225233","","novel transcript"
"ENSG00000225234","TRAPPC12-AS1","TRAPPC12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41046]"
"ENSG00000225243","","novel transcript, antisense to FMO2"
"ENSG00000225265","TAF1A-AS1","TAF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40573]"
"ENSG00000225285","LINC01770","long intergenic non-protein coding RNA 1770 [Source:HGNC Symbol;Acc:HGNC:52560]"
"ENSG00000225294","OSTCP2","oligosaccharyltransferase complex subunit pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42864]"
"ENSG00000225313","","novel transcript"
"ENSG00000225315","","novel transcript, antisense to MYOM3"
"ENSG00000225328","LINC01594","long intergenic non-protein coding RNA 1594 [Source:HGNC Symbol;Acc:HGNC:51584]"
"ENSG00000225338","RPL23AP18","ribosomal protein L23a pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36726]"
"ENSG00000225401","TGIF2P1","TGFB induced factor homeobox 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33317]"
"ENSG00000225406","ELF2P4","ELF2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:33540]"
"ENSG00000225439","BOLA3-DT","BOLA3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:42922]"
"ENSG00000225446","LINC01763","long intergenic non-protein coding RNA 1763 [Source:HGNC Symbol;Acc:HGNC:52554]"
"ENSG00000225447","RPS15AP10","ribosomal protein S15a pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37001]"
"ENSG00000225462","FDPSP1","farnesyl diphosphate synthase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3632]"
"ENSG00000225486","","acid phosphatase 1, soluble (ACP1) pseudogene"
"ENSG00000225493","LINC01107","long intergenic non-protein coding RNA 1107 [Source:HGNC Symbol;Acc:HGNC:49229]"
"ENSG00000225506","CYP4A22-AS1","CYP4A22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43715]"
"ENSG00000225518","LINC01703","long intergenic non-protein coding RNA 1703 [Source:HGNC Symbol;Acc:HGNC:52491]"
"ENSG00000225556","C2CD4D","C2 calcium dependent domain containing 4D [Source:HGNC Symbol;Acc:HGNC:37210]"
"ENSG00000225568","","pseudogene similar to part of SUMO-1 activating enzyme subunit 2 (UBA2)"
"ENSG00000225603","","insulin-like growth factor 2 mRNA binding protein 2 (IGF2BP2) pseudogene"
"ENSG00000225616","","ribosomal protein L27 (RPL27) pseudogene"
"ENSG00000225630","MTND2P28","MT-ND2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129]"
"ENSG00000225642","SNRPEP5","SNRPE pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43447]"
"ENSG00000225695","HNRNPA1P35","heterogeneous nuclear ribonucleoprotein A1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:48764]"
"ENSG00000225721","","novel transcript"
"ENSG00000225750","","novel transcript"
"ENSG00000225762","LINC01389","long intergenic non-protein coding RNA 1389 [Source:HGNC Symbol;Acc:HGNC:50661]"
"ENSG00000225787","LSM3P3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44348]"
"ENSG00000225808","DNAJC19P5","DnaJ heat shock protein family (Hsp40) member C19 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:45068]"
"ENSG00000225828","FAM229A","family with sequence similarity 229 member A [Source:HGNC Symbol;Acc:HGNC:44652]"
"ENSG00000225854","","ribosomal protein L34 (RPL34) pseudogene"
"ENSG00000225855","RUSC1-AS1","RUSC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26680]"
"ENSG00000225871","","family with sequence similarity 91, member A1 (FAM91A1) pseudogene"
"ENSG00000225880","LINC00115","long intergenic non-protein coding RNA 115 [Source:HGNC Symbol;Acc:HGNC:26211]"
"ENSG00000225889","","novel transcript, antisense to PELI1"
"ENSG00000225891","DHDDS-AS1","DHDDS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40925]"
"ENSG00000225905","ANKRD65-AS1","ANKRD65 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55844]"
"ENSG00000225920","RIMKLBP2","ribosomal modification protein rimK like family member B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39163]"
"ENSG00000225931","","novel transcript"
"ENSG00000225953","SATB2-AS1","SATB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26490]"
"ENSG00000225963","","novel transcript, antisense to SP110"
"ENSG00000225972","MTND1P23","MT-ND1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42092]"
"ENSG00000226015","CCT8P1","chaperonin containing TCP1 subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35144]"
"ENSG00000226026","RWDD3-DT","RWDD3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55839]"
"ENSG00000226029","LINC01772","long intergenic non-protein coding RNA 1772 [Source:HGNC Symbol;Acc:HGNC:52562]"
"ENSG00000226067","LINC00623","long intergenic non-protein coding RNA 623 [Source:HGNC Symbol;Acc:HGNC:44252]"
"ENSG00000226084","RPL17P6","ribosomal protein L17 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36520]"
"ENSG00000226087","","novel transcript"
"ENSG00000226088","LINC03102","long intergenic non-protein coding RNA 3102 [Source:HGNC Symbol;Acc:HGNC:40277]"
"ENSG00000226121","AHCTF1P1","AT-hook containing transcription factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24620]"
"ENSG00000226124","FTCDNL1","formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]"
"ENSG00000226167","AP4B1-AS1","AP4B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44114]"
"ENSG00000226251","LINC02608","long intergenic non-protein coding RNA 2608 [Source:HGNC Symbol;Acc:HGNC:54052]"
"ENSG00000226261","PIMREGP1","PIMREG pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54612]"
"ENSG00000226266","","novel transcript"
"ENSG00000226276","","novel transcript"
"ENSG00000226312","CFLAR-AS1","CFLAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:14437]"
"ENSG00000226321","CROCC2","ciliary rootlet coiled-coil, rootletin family member 2 [Source:HGNC Symbol;Acc:HGNC:51677]"
"ENSG00000226330","PPP1R15B-AS1","PPP1R15B and PIK3C2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55838]"
"ENSG00000226349","","novel transcript"
"ENSG00000226396","","ribosomal protein S14 (RPS14) pseudogene"
"ENSG00000226415","TPI1P1","triosephosphate isomerase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35449]"
"ENSG00000226419","SLC16A1-AS1","SLC16A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49445]"
"ENSG00000226457","RPL22P3","ribosomal protein L22 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36804]"
"ENSG00000226479","TMEM185B","transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]"
"ENSG00000226491","FTOP1","FTO pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43759]"
"ENSG00000226499","","ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000226526","","novel transcript"
"ENSG00000226564","FTH1P20","ferritin heavy chain 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:37639]"
"ENSG00000226666","HSPA9P1","heat shock protein family A (Hsp70) member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24915]"
"ENSG00000226674","TEX41","testis expressed 41 [Source:HGNC Symbol;Acc:HGNC:48667]"
"ENSG00000226723","","pseudogene similar to ATP-binding cassette, sub-family E (OABP), member (ABCE1)"
"ENSG00000226754","MAGOH-DT","MAGOH divergent transcript [Source:HGNC Symbol;Acc:HGNC:49539]"
"ENSG00000226756","","novel transcript"
"ENSG00000226819","MEIS1-AS3","MEIS1 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40369]"
"ENSG00000226833","PPP1CB-DT","PPP1CB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55829]"
"ENSG00000226853","GPR155-DT","GPR155 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55827]"
"ENSG00000226855","RPSAP17","ribosomal protein SA pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35707]"
"ENSG00000226856","THORLNC","testis associated oncogenic lncRNA [Source:HGNC Symbol;Acc:HGNC:53788]"
"ENSG00000226862","SYT2-AS1","SYT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40572]"
"ENSG00000226889","ATF6-DT","ATF6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55826]"
"ENSG00000226938","","novel transcript"
"ENSG00000226944","RNF207-AS1","RNF207 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41286]"
"ENSG00000226969","PRKCZ-DT","PRKCZ divergent transcript [Source:HGNC Symbol;Acc:HGNC:55824]"
"ENSG00000226970","NEDD8P1","NEDD8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54555]"
"ENSG00000226986","PRELID1P5","PRELID1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54770]"
