"","mgi_symbol","description"
"ENSMUSG00000027932","Slc27a3","solute carrier family 27 (fatty acid transporter), member 3 [Source:MGI Symbol;Acc:MGI:1347358]"
"ENSMUSG00000027933","Ints3","integrator complex subunit 3 [Source:MGI Symbol;Acc:MGI:2140050]"
"ENSMUSG00000027935","Rab13","RAB13, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1927232]"
"ENSMUSG00000027936","Crtc2","CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593]"
"ENSMUSG00000027937","Jtb","jumping translocation breakpoint [Source:MGI Symbol;Acc:MGI:1346082]"
"ENSMUSG00000027938","Creb3l4","cAMP responsive element binding protein 3-like 4 [Source:MGI Symbol;Acc:MGI:1916603]"
"ENSMUSG00000027939","Nup210l","nucleoporin 210-like [Source:MGI Symbol;Acc:MGI:1924845]"
"ENSMUSG00000027940","Tpm3","tropomyosin 3, gamma [Source:MGI Symbol;Acc:MGI:1890149]"
"ENSMUSG00000027942","4933434E20Rik","RIKEN cDNA 4933434E20 gene [Source:MGI Symbol;Acc:MGI:1914027]"
"ENSMUSG00000027944","Hax1","HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319]"
"ENSMUSG00000027947","Il6ra","interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]"
"ENSMUSG00000027950","Chrnb2","cholinergic receptor nicotinic beta 2 subunit [Source:MGI Symbol;Acc:MGI:87891]"
"ENSMUSG00000027957","Slc35a3","solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3 [Source:MGI Symbol;Acc:MGI:1917648]"
"ENSMUSG00000027959","Sass6","SAS-6 centriolar assembly protein [Source:MGI Symbol;Acc:MGI:1920026]"
"ENSMUSG00000027961","Lrrc39","leucine rich repeat containing 39 [Source:MGI Symbol;Acc:MGI:1924557]"
"ENSMUSG00000028009","1700061I17Rik","RIKEN cDNA 1700061I17 gene [Source:MGI Symbol;Acc:MGI:1920612]"
"ENSMUSG00000028048","Gba1","glucosylceramidase beta 1 [Source:MGI Symbol;Acc:MGI:95665]"
"ENSMUSG00000028049","Scamp3","secretory carrier membrane protein 3 [Source:MGI Symbol;Acc:MGI:1346346]"
"ENSMUSG00000028051","Hcn3","hyperpolarization-activated, cyclic nucleotide-gated K+ 3 [Source:MGI Symbol;Acc:MGI:1298211]"
"ENSMUSG00000028053","Ash1l","ASH1 like histone lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2183158]"
"ENSMUSG00000028071","Sh2d2a","SH2 domain containing 2A [Source:MGI Symbol;Acc:MGI:1351596]"
"ENSMUSG00000028072","Ntrk1","neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]"
"ENSMUSG00000028073","Pear1","platelet endothelial aggregation receptor 1 [Source:MGI Symbol;Acc:MGI:1920432]"
"ENSMUSG00000028088","Fmo5","flavin containing monooxygenase 5 [Source:MGI Symbol;Acc:MGI:1310004]"
"ENSMUSG00000028089","Chd1l","chromodomain helicase DNA binding protein 1-like [Source:MGI Symbol;Acc:MGI:1915308]"
"ENSMUSG00000028102","Pex11b","peroxisomal biogenesis factor 11 beta [Source:MGI Symbol;Acc:MGI:1338882]"
"ENSMUSG00000028104","Polr3gl","polymerase (RNA) III (DNA directed) polypeptide G like [Source:MGI Symbol;Acc:MGI:1917120]"
"ENSMUSG00000028115","Bnipl","BCL2/adenovirus E1B 19kD interacting protein like [Source:MGI Symbol;Acc:MGI:2384749]"
"ENSMUSG00000028116","Myoz2","myozenin 2 [Source:MGI Symbol;Acc:MGI:1913063]"
"ENSMUSG00000028121","Bcar3","breast cancer anti-estrogen resistance 3 [Source:MGI Symbol;Acc:MGI:1352501]"
"ENSMUSG00000028124","Gclm","glutamate-cysteine ligase, modifier subunit [Source:MGI Symbol;Acc:MGI:104995]"
"ENSMUSG00000028126","Pip5k1a","phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha [Source:MGI Symbol;Acc:MGI:107929]"
"ENSMUSG00000028127","Abcd3","ATP-binding cassette, sub-family D member 3 [Source:MGI Symbol;Acc:MGI:1349216]"
"ENSMUSG00000028128","F3","coagulation factor III [Source:MGI Symbol;Acc:MGI:88381]"
"ENSMUSG00000028141","Oaz3","ornithine decarboxylase antizyme 3 [Source:MGI Symbol;Acc:MGI:1858170]"
"ENSMUSG00000028179","Cth","cystathionine gamma lyase [Source:MGI Symbol;Acc:MGI:1339968]"
"ENSMUSG00000028184","Adgrl2","adhesion G protein-coupled receptor L2 [Source:MGI Symbol;Acc:MGI:2139714]"
"ENSMUSG00000028207","Asph","aspartate-beta-hydroxylase [Source:MGI Symbol;Acc:MGI:1914186]"
"ENSMUSG00000028211","Trp53inp1","transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]"
"ENSMUSG00000028212","Ccne2","cyclin E2 [Source:MGI Symbol;Acc:MGI:1329034]"
"ENSMUSG00000028214","Gem","GTP binding protein overexpressed in skeletal muscle [Source:MGI Symbol;Acc:MGI:99844]"
"ENSMUSG00000028217","Cdh17","cadherin 17 [Source:MGI Symbol;Acc:MGI:1095414]"
"ENSMUSG00000028218","Cibar1","CBY1 interacting BAR domain containing 1 [Source:MGI Symbol;Acc:MGI:1915349]"
"ENSMUSG00000028221","Pip4p2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:MGI Symbol;Acc:MGI:1919769]"
"ENSMUSG00000028223","Decr1","2,4-dienoyl CoA reductase 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1914710]"
"ENSMUSG00000028224","Nbn","nibrin [Source:MGI Symbol;Acc:MGI:1351625]"
"ENSMUSG00000028228","Cpne3","copine III [Source:MGI Symbol;Acc:MGI:1917818]"
"ENSMUSG00000028229","Rmdn1","regulator of microtubule dynamics 1 [Source:MGI Symbol;Acc:MGI:1913552]"
"ENSMUSG00000028232","Tmem68","transmembrane protein 68 [Source:MGI Symbol;Acc:MGI:1919348]"
"ENSMUSG00000028233","Tgs1","trimethylguanosine synthase 1 [Source:MGI Symbol;Acc:MGI:2151797]"
"ENSMUSG00000028234","Rps20","ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]"
"ENSMUSG00000028243","Ubxn2b","UBX domain protein 2B [Source:MGI Symbol;Acc:MGI:1915303]"
"ENSMUSG00000028245","Nsmaf","neutral sphingomyelinase (N-SMase) activation associated factor [Source:MGI Symbol;Acc:MGI:1341864]"
"ENSMUSG00000028246","Faxc","failed axon connections homolog [Source:MGI Symbol;Acc:MGI:1923382]"
"ENSMUSG00000028247","Coq3","coenzyme Q3 methyltransferase [Source:MGI Symbol;Acc:MGI:101813]"
"ENSMUSG00000028248","Pnisr","PNN interacting serine/arginine-rich [Source:MGI Symbol;Acc:MGI:1913875]"
"ENSMUSG00000028249","Sdcbp","syndecan binding protein [Source:MGI Symbol;Acc:MGI:1337026]"
"ENSMUSG00000028251","Tstd3","thiosulfate sulfurtransferase (rhodanese)-like domain containing 3 [Source:MGI Symbol;Acc:MGI:1924282]"
"ENSMUSG00000028252","Ccnc","cyclin C [Source:MGI Symbol;Acc:MGI:1858199]"
"ENSMUSG00000028261","Ndufaf4","NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915743]"
"ENSMUSG00000028273","Pdlim5","PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489]"
"ENSMUSG00000028274","Rngtt","RNA guanylyltransferase and 5'-phosphatase [Source:MGI Symbol;Acc:MGI:1329041]"
"ENSMUSG00000028277","Ube2j1","ubiquitin-conjugating enzyme E2J 1 [Source:MGI Symbol;Acc:MGI:1926245]"
"ENSMUSG00000028278","Rragd","Ras-related GTP binding D [Source:MGI Symbol;Acc:MGI:1098604]"
"ENSMUSG00000028282","Casp8ap2","caspase 8 associated protein 2 [Source:MGI Symbol;Acc:MGI:1349399]"
"ENSMUSG00000028284","Map3k7","mitogen-activated protein kinase kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346877]"
"ENSMUSG00000028289","Epha7","Eph receptor A7 [Source:MGI Symbol;Acc:MGI:95276]"
"ENSMUSG00000028291","Akirin2","akirin 2 [Source:MGI Symbol;Acc:MGI:1889364]"
"ENSMUSG00000028292","Rars2","arginyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1923596]"
"ENSMUSG00000028293","Slc35a1","solute carrier family 35 (CMP-sialic acid transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345622]"
"ENSMUSG00000028295","Smim8","small integral membrane protein 8 [Source:MGI Symbol;Acc:MGI:1913541]"
"ENSMUSG00000028300","C9orf72","C9orf72, member of C9orf72-SMCR8 complex [Source:MGI Symbol;Acc:MGI:1920455]"
"ENSMUSG00000028307","Aldob","aldolase B, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87995]"
"ENSMUSG00000028309","Rnf20","ring finger protein 20 [Source:MGI Symbol;Acc:MGI:1925927]"
"ENSMUSG00000028312","Smc2","structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]"
"ENSMUSG00000028318","Polr1e","polymerase (RNA) I polypeptide E [Source:MGI Symbol;Acc:MGI:1929022]"
"ENSMUSG00000028322","Exosc3","exosome component 3 [Source:MGI Symbol;Acc:MGI:1913612]"
"ENSMUSG00000028328","Tmod1","tropomodulin 1 [Source:MGI Symbol;Acc:MGI:98775]"
"ENSMUSG00000028329","Xpa","xeroderma pigmentosum, complementation group A [Source:MGI Symbol;Acc:MGI:99135]"
"ENSMUSG00000028330","Ncbp1","nuclear cap binding protein subunit 1 [Source:MGI Symbol;Acc:MGI:1891840]"
"ENSMUSG00000028331","Trmo","tRNA methyltransferase O [Source:MGI Symbol;Acc:MGI:1922003]"
"ENSMUSG00000028333","Anp32b","acidic nuclear phosphoprotein 32 family member B [Source:MGI Symbol;Acc:MGI:1914878]"
"ENSMUSG00000028334","Nans","N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]"
"ENSMUSG00000028337","Coro2a","coronin, actin binding protein 2A [Source:MGI Symbol;Acc:MGI:1345966]"
"ENSMUSG00000028339","Col15a1","collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]"
"ENSMUSG00000028341","Nr4a3","nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]"
"ENSMUSG00000028343","Erp44","endoplasmic reticulum protein 44 [Source:MGI Symbol;Acc:MGI:1923549]"
"ENSMUSG00000028344","Invs","inversin [Source:MGI Symbol;Acc:MGI:1335082]"
"ENSMUSG00000028345","Tex10","testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]"
"ENSMUSG00000028347","Tmeff1","transmembrane protein with EGF-like and two follistatin-like domains 1 [Source:MGI Symbol;Acc:MGI:1926810]"
"ENSMUSG00000028357","Kif12","kinesin family member 12 [Source:MGI Symbol;Acc:MGI:1098232]"
"ENSMUSG00000028358","Zfp618","zinc finger protein 618 [Source:MGI Symbol;Acc:MGI:1919950]"
"ENSMUSG00000028364","Tnc","tenascin C [Source:MGI Symbol;Acc:MGI:101922]"
"ENSMUSG00000028367","Txn1","thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"
"ENSMUSG00000028373","Astn2","astrotactin 2 [Source:MGI Symbol;Acc:MGI:1889277]"
"ENSMUSG00000028378","Ptgr1","prostaglandin reductase 1 [Source:MGI Symbol;Acc:MGI:1914353]"
"ENSMUSG00000028381","Ugcg","UDP-glucose ceramide glucosyltransferase [Source:MGI Symbol;Acc:MGI:1332243]"
"ENSMUSG00000028382","Ptbp3","polypyrimidine tract binding protein 3 [Source:MGI Symbol;Acc:MGI:1923334]"
"ENSMUSG00000028383","Hsdl2","hydroxysteroid dehydrogenase like 2 [Source:MGI Symbol;Acc:MGI:1919729]"
"ENSMUSG00000028385","Snx30","sorting nexin family member 30 [Source:MGI Symbol;Acc:MGI:2443882]"
"ENSMUSG00000028389","Zfp37","zinc finger protein 37 [Source:MGI Symbol;Acc:MGI:99181]"
"ENSMUSG00000028391","Wdr31","WD repeat domain 31 [Source:MGI Symbol;Acc:MGI:1918604]"
"ENSMUSG00000028392","Bspry","B-box and SPRY domain containing [Source:MGI Symbol;Acc:MGI:2177191]"
"ENSMUSG00000028393","Alad","aminolevulinate, delta-, dehydratase [Source:MGI Symbol;Acc:MGI:96853]"
"ENSMUSG00000028394","Pole3","polymerase (DNA directed), epsilon 3 (p17 subunit) [Source:MGI Symbol;Acc:MGI:1933378]"
"ENSMUSG00000028397","Kdm4c","lysine (K)-specific demethylase 4C [Source:MGI Symbol;Acc:MGI:1924054]"
"ENSMUSG00000028398","Dmac1","distal membrane arm assembly complex 1 [Source:MGI Symbol;Acc:MGI:1914178]"
"ENSMUSG00000028399","Ptprd","protein tyrosine phosphatase receptor type D [Source:MGI Symbol;Acc:MGI:97812]"
"ENSMUSG00000028402","Mpdz","multiple PDZ domain crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1343489]"
"ENSMUSG00000028403","Zdhhc21","zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]"
"ENSMUSG00000028405","Aco1","aconitase 1 [Source:MGI Symbol;Acc:MGI:87879]"
"ENSMUSG00000028407","Smim27","small integral membrane protein 27 [Source:MGI Symbol;Acc:MGI:1913684]"
"ENSMUSG00000028409","Smu1","smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1915546]"
"ENSMUSG00000028410","Dnaja1","DnaJ heat shock protein family (Hsp40) member A1 [Source:MGI Symbol;Acc:MGI:1270129]"
"ENSMUSG00000028411","Aptx","aprataxin [Source:MGI Symbol;Acc:MGI:1913658]"
"ENSMUSG00000028412","Slc44a1","solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]"
"ENSMUSG00000028413","B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]"
"ENSMUSG00000028414","Fktn","fukutin [Source:MGI Symbol;Acc:MGI:2179507]"
"ENSMUSG00000028415","Spink4","serine peptidase inhibitor, Kazal type 4 [Source:MGI Symbol;Acc:MGI:1341848]"
"ENSMUSG00000028416","Bag1","BCL2-associated athanogene 1 [Source:MGI Symbol;Acc:MGI:108047]"
"ENSMUSG00000028417","Tal2","T cell acute lymphocytic leukemia 2 [Source:MGI Symbol;Acc:MGI:99540]"
"ENSMUSG00000028419","Chmp5","charged multivesicular body protein 5 [Source:MGI Symbol;Acc:MGI:1924209]"
"ENSMUSG00000028420","Tmem38b","transmembrane protein 38B [Source:MGI Symbol;Acc:MGI:1098718]"
"ENSMUSG00000028423","Nfx1","nuclear transcription factor, X-box binding 1 [Source:MGI Symbol;Acc:MGI:1921414]"
"ENSMUSG00000028426","Rad23b","RAD23 homolog B, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105128]"
"ENSMUSG00000028427","Aqp7","aquaporin 7 [Source:MGI Symbol;Acc:MGI:1314647]"
"ENSMUSG00000028430","Nol6","nucleolar protein family 6 (RNA-associated) [Source:MGI Symbol;Acc:MGI:2140151]"
"ENSMUSG00000028431","Elp1","elongator complex protein 1 [Source:MGI Symbol;Acc:MGI:1914544]"
"ENSMUSG00000028433","Ubap2","ubiquitin-associated protein 2 [Source:MGI Symbol;Acc:MGI:1916176]"
"ENSMUSG00000028434","Epb41l4b","erythrocyte membrane protein band 4.1 like 4b [Source:MGI Symbol;Acc:MGI:1859149]"
"ENSMUSG00000028435","Aqp3","aquaporin 3 [Source:MGI Symbol;Acc:MGI:1333777]"
"ENSMUSG00000028436","Dcaf12","DDB1 and CUL4 associated factor 12 [Source:MGI Symbol;Acc:MGI:1916220]"
"ENSMUSG00000028437","Ubap1","ubiquitin-associated protein 1 [Source:MGI Symbol;Acc:MGI:2149543]"
"ENSMUSG00000028438","Kif24","kinesin family member 24 [Source:MGI Symbol;Acc:MGI:1918345]"
"ENSMUSG00000028439","Fam219a","family with sequence similarity 219, member A [Source:MGI Symbol;Acc:MGI:1919151]"
"ENSMUSG00000028441","Spmip6","sperm microtubule inner protein 6 [Source:MGI Symbol;Acc:MGI:1920971]"
"ENSMUSG00000028443","Nudt2","nudix hydrolase 2 [Source:MGI Symbol;Acc:MGI:1913651]"
"ENSMUSG00000028447","Dctn3","dynactin 3 [Source:MGI Symbol;Acc:MGI:1859251]"
"ENSMUSG00000028451","Spata31g1","SPATA31 subfamily G member 1 [Source:MGI Symbol;Acc:MGI:1914567]"
"ENSMUSG00000028452","Vcp","valosin containing protein [Source:MGI Symbol;Acc:MGI:99919]"
"ENSMUSG00000028453","Fancg","Fanconi anemia, complementation group G [Source:MGI Symbol;Acc:MGI:1926471]"
"ENSMUSG00000028454","Pigo","phosphatidylinositol glycan anchor biosynthesis, class O [Source:MGI Symbol;Acc:MGI:1861452]"
"ENSMUSG00000028455","Stoml2","stomatin (Epb7.2)-like 2 [Source:MGI Symbol;Acc:MGI:1913842]"
"ENSMUSG00000028456","Unc13b","unc-13 homolog B [Source:MGI Symbol;Acc:MGI:1342278]"
"ENSMUSG00000028457","Atp8b5","ATPase, class I, type 8B, member 5 [Source:MGI Symbol;Acc:MGI:2444287]"
"ENSMUSG00000028458","Tesk1","testis specific protein kinase 1 [Source:MGI Symbol;Acc:MGI:1201675]"
"ENSMUSG00000028459","Cd72","CD72 antigen [Source:MGI Symbol;Acc:MGI:88345]"
"ENSMUSG00000028461","Ccdc107","coiled-coil domain containing 107 [Source:MGI Symbol;Acc:MGI:1913423]"
"ENSMUSG00000028463","Car9","carbonic anhydrase 9 [Source:MGI Symbol;Acc:MGI:2447188]"
"ENSMUSG00000028464","Tpm2","tropomyosin 2, beta [Source:MGI Symbol;Acc:MGI:98810]"
"ENSMUSG00000028465","Tln1","talin 1 [Source:MGI Symbol;Acc:MGI:1099832]"
"ENSMUSG00000028466","Creb3","cAMP responsive element binding protein 3 [Source:MGI Symbol;Acc:MGI:99946]"
"ENSMUSG00000028467","Gba2","glucosidase beta 2 [Source:MGI Symbol;Acc:MGI:2654325]"
"ENSMUSG00000028468","Rgp1","RAB6A GEF compex partner 1 [Source:MGI Symbol;Acc:MGI:1915956]"
"ENSMUSG00000028469","Npr2","natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372]"
"ENSMUSG00000028470","Hint2","histidine triad nucleotide binding protein 2 [Source:MGI Symbol;Acc:MGI:1916167]"
"ENSMUSG00000028475","Spaar","small regulatory polypeptide of amino acid response [Source:MGI Symbol;Acc:MGI:1918656]"
"ENSMUSG00000028478","Clta","clathrin light chain A [Source:MGI Symbol;Acc:MGI:894297]"
"ENSMUSG00000028479","Gne","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol;Acc:MGI:1354951]"
"ENSMUSG00000028483","Snapc3","small nuclear RNA activating complex, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1916338]"
"ENSMUSG00000028484","Psip1","PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]"
"ENSMUSG00000028494","Plin2","perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]"
"ENSMUSG00000028495","Rps6","ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:98159]"
"ENSMUSG00000028496","Mllt3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3 [Source:MGI Symbol;Acc:MGI:1917372]"
"ENSMUSG00000028497","Hacd4","3-hydroxyacyl-CoA dehydratase 4 [Source:MGI Symbol;Acc:MGI:1914025]"
"ENSMUSG00000028514","Usp24","ubiquitin specific peptidase 24 [Source:MGI Symbol;Acc:MGI:1919936]"
"ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3 [Source:MGI Symbol;Acc:MGI:1915166]"
"ENSMUSG00000028518","Prkaa2","protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:MGI Symbol;Acc:MGI:1336173]"
"ENSMUSG00000028521","Slc35d1","solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1 [Source:MGI Symbol;Acc:MGI:2140361]"
"ENSMUSG00000028522","Mier1","MEIR1 treanscription regulator [Source:MGI Symbol;Acc:MGI:1918398]"
"ENSMUSG00000028525","Pde4b","phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]"
"ENSMUSG00000028527","Ak4","adenylate kinase 4 [Source:MGI Symbol;Acc:MGI:87979]"
"ENSMUSG00000028528","Dnajc6","DnaJ heat shock protein family (Hsp40) member C6 [Source:MGI Symbol;Acc:MGI:1919935]"
"ENSMUSG00000028530","Jak1","Janus kinase 1 [Source:MGI Symbol;Acc:MGI:96628]"
"ENSMUSG00000028532","Cachd1","cache domain containing 1 [Source:MGI Symbol;Acc:MGI:2444177]"
"ENSMUSG00000028538","St3gal3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:1316659]"
"ENSMUSG00000028539","Artn","artemin [Source:MGI Symbol;Acc:MGI:1333791]"
"ENSMUSG00000028540","Dph2","DPH2 homolog [Source:MGI Symbol;Acc:MGI:1914978]"
"ENSMUSG00000028541","B4galt2","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1858493]"
"ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:MGI Symbol;Acc:MGI:95760]"
"ENSMUSG00000028549","Itgb3bp","integrin beta 3 binding protein (beta3-endonexin) [Source:MGI Symbol;Acc:MGI:1914983]"
"ENSMUSG00000028550","Atg4c","autophagy related 4C, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2651854]"
"ENSMUSG00000028551","Cdkn2c","cyclin dependent kinase inhibitor 2C [Source:MGI Symbol;Acc:MGI:105388]"
"ENSMUSG00000028552","Eps15","epidermal growth factor receptor pathway substrate 15 [Source:MGI Symbol;Acc:MGI:104583]"
"ENSMUSG00000028553","Angptl3","angiopoietin-like 3 [Source:MGI Symbol;Acc:MGI:1353627]"
"ENSMUSG00000028555","Ttc39a","tetratricopeptide repeat domain 39A [Source:MGI Symbol;Acc:MGI:2444350]"
"ENSMUSG00000028556","Dock7","dedicator of cytokinesis 7 [Source:MGI Symbol;Acc:MGI:1914549]"
"ENSMUSG00000028557","Rnf11","ring finger protein 11 [Source:MGI Symbol;Acc:MGI:1352759]"
"ENSMUSG00000028558","Calr4","calreticulin 4 [Source:MGI Symbol;Acc:MGI:2140435]"
"ENSMUSG00000028559","Osbpl9","oxysterol binding protein-like 9 [Source:MGI Symbol;Acc:MGI:1923784]"
"ENSMUSG00000028560","Usp1","ubiquitin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2385198]"
"ENSMUSG00000028563","Tm2d1","TM2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2137022]"
"ENSMUSG00000028565","Nfia","nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]"
"ENSMUSG00000028567","Txndc12","thioredoxin domain containing 12 (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1913323]"
"ENSMUSG00000028568","Btf3l4","basic transcription factor 3-like 4 [Source:MGI Symbol;Acc:MGI:1915312]"
"ENSMUSG00000028572","Hook1","hook microtubule tethering protein 1 [Source:MGI Symbol;Acc:MGI:1925213]"
"ENSMUSG00000028575","Eqtn","equatorin, sperm acrosome associated [Source:MGI Symbol;Acc:MGI:1915003]"
"ENSMUSG00000028576","Ift74","intraflagellar transport 74 [Source:MGI Symbol;Acc:MGI:1914944]"
"ENSMUSG00000028577","Plaa","phospholipase A2, activating protein [Source:MGI Symbol;Acc:MGI:104810]"
"ENSMUSG00000028578","Caap1","caspase activity and apoptosis inhibitor 1 [Source:MGI Symbol;Acc:MGI:1915020]"
"ENSMUSG00000028580","Pum1","pumilio RNA-binding family member 1 [Source:MGI Symbol;Acc:MGI:1931749]"
"ENSMUSG00000028581","Laptm5","lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046]"
"ENSMUSG00000028582","Cc2d1b","coiled-coil and C2 domain containing 1B [Source:MGI Symbol;Acc:MGI:2443076]"
"ENSMUSG00000028587","Orc1","origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]"
"ENSMUSG00000028599","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]"
"ENSMUSG00000028600","Podn","podocan [Source:MGI Symbol;Acc:MGI:2674939]"
"ENSMUSG00000028601","Echdc2","enoyl Coenzyme A hydratase domain containing 2 [Source:MGI Symbol;Acc:MGI:1289238]"
"ENSMUSG00000028603","Scp2","sterol carrier protein 2, liver [Source:MGI Symbol;Acc:MGI:98254]"
"ENSMUSG00000028607","Cpt2","carnitine palmitoyltransferase 2 [Source:MGI Symbol;Acc:MGI:109176]"
